image_name,graphic,floral,stripe,dot,wash,pleated,ripped,knit,denim,leather,cotton,fit,pencil,capri,mini,maxi,drawstring
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000013.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000015.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000019.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000020.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000021.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000033.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000036.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000037.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000047.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000049.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000050.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000051.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Paisley_Print_Maxi_Skirt/img_00000055.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000003.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000009.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000020.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000023.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000028.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000030.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000035.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000036.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000038.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000040.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mixed_Print_Maxi_Skirt/img_00000043.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img/Mineral_Wash_Denim_Joggers/img_00000005.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img/Mineral_Wash_Denim_Joggers/img_00000009.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Denim_Joggers/img_00000012.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img/Mineral_Wash_Denim_Joggers/img_00000015.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img/Mineral_Wash_Denim_Shorts/img_00000030.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000002.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000007.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000015.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000016.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000020.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000028.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Joggers/img_00000029.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000031.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000032.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Joggers/img_00000034.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000003.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Shorts/img_00000005.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Shorts/img_00000014.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000019.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Shorts/img_00000022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000023.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000027.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000029.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000034.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000036.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000040.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Shorts/img_00000041.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000001.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Sweatpants/img_00000005.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Sweatpants/img_00000007.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Sweatpants/img_00000009.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Sweatpants/img_00000011.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000013.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000019.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000023.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000025.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000026.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
img/Mineral_Wash_Drawstring_Sweatpants/img_00000027.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000029.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000030.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000031.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_Drawstring_Sweatpants/img_00000033.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000002.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000004.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000006.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000016.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000019.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000021.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000022.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000024.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000028.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000029.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000034.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000038.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000041.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000044.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000045.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000047.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000049.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000050.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000051.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000053.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_High-Rise_Skinny_Jeans/img_00000054.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000003.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000005.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000006.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000009.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000010.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000011.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000013.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeans/img_00000017.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000001.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000002.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000004.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000005.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000006.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000007.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000008.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000010.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000011.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000013.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000014.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000016.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000017.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000018.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000019.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000021.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000022.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000023.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000024.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000025.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000026.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000029.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000030.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img/Mineral_Wash_Jeggings/img_00000031.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
